2025-11-19T15:52:34Z	qwen3-06b	Q3_K_L	4	15.877095	8.443216	12.764005	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:03:58Z	qwen3-06b	Q3_K_M	4	17.037163	9.307593	13.777772	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:14:43Z	qwen3-06b	Q4_K_M	4	19.870842	8.422417	14.663189	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:24:52Z	qwen3-06b	Q4_K_S	4	20.50572	8.668892	15.097101	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:34:50Z	qwen3-06b	Q5_K_M	4	16.810613	7.608181	12.813402	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:46:12Z	qwen3-06b	Q5_K_S	4	16.837303	7.522458	12.751524	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T16:57:38Z	qwen3-06b	Q6_K	4	15.901027	7.042535	12.072867	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:09:42Z	qwen3-06b	Q8_0	4	19.997459	4.932052	11.814749	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:21:35Z	qwen25-05b-instruct	Q3_K_L	4	24.396413	9.376518	17.854441	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:30:23Z	qwen25-05b-instruct	Q3_K_M	4	25.843135	9.818535	18.88739	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:38:50Z	qwen25-05b-instruct	Q4_K_M	4	24.39722	9.052674	17.66572	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:47:43Z	qwen25-05b-instruct	Q4_K_S	4	24.366706	9.285931	17.841495	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T17:56:33Z	qwen25-05b-instruct	Q5_K_M	4	22.419078	8.653509	16.479978	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:05:56Z	qwen25-05b-instruct	Q5_K_S	4	22.668486	8.717147	16.682462	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:15:17Z	qwen25-05b-instruct	Q6_K	4	26.87252	7.247931	16.955585	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:24:26Z	qwen25-05b-instruct	Q8_0	4	29.095574	6.871594	17.191116	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:33:16Z	gemma3-270m-instruct	Q3_K_L	4	69.585098	14.271262	37.789942	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:38:25Z	gemma3-270m-instruct	Q3_K_M	4	74.7109	14.633984	39.072745	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:43:26Z	gemma3-270m-instruct	Q4_K_M	4	69.870013	13.962885	37.170557	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:48:36Z	gemma3-270m-instruct	Q4_K_S	4	71.172462	14.196088	38.08794	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
2025-11-19T18:53:44Z	gemma3-270m-instruct	Q5_K_M	4	65.688633	13.854323	36.130449	CPU	NA	NA	NA	NA	NA	NA	NA	NA	99	f16	f16	bench:p=512;n=128;r=5;ctk=NA;ctv=NA	file
